Geneid	Length
TACC2	265372
AC063960.1	1179
AC063960.2	10071
BTBD16	66857
RNU6-728P	104
PLEKHA1	67907
MIR3941	103
BX842242.1	25460
ARMS2	2700
HTRA1	56358
DMBT1	83072
C10orf120	2114
DMBT1P1	97440
CUZD1	18645
FAM24B	30564
AC073585.1	18935
FAM24A	2411
C10orf88	23501
PSTK	43133
IKZF5	18012
ACADSB	49333
HMX3	1780
HMX2	2551
BUB3	16191
RPS26P39	341
AL160290.3	165
AL160290.2	161259
AL160290.1	1928
AL357127.1	9541
GPR26	28253
CPXM2	234061
AC009987.1	1080
AC068058.1	18024
YBX2P1	760
AL683842.1	525
CHST15	85942
OAT	21674
NKX1-2	4946
AL445237.1	2897
LHPP	156055
RPS10P18	756
AC068896.1	174648
FAM53B	124978
AL513190.1	727
FAM53B-AS1	10593
EEF1AKMT2	43722
ABRAXAS2	34886
NPM1P31	817
AL731577.2	25739
ZRANB1	46067
AL731577.1	1229
CTBP2	176854
AL731571.1	5428
MIR4296	88
AL157888.1	593
MRPS21P6	261
RPS27P18	247
TEX36-AS1	4075
TEX36	106623
ALDOAP2	1076
AL158835.1	26449
FLJ37035	19131
AL158835.3	42110
AL158835.2	595
EDRF1	44629
EDRF1-AS1	26477
MMP21	9369
UROS	38306
MIR4484	83
BCCIP	30150
DHX32	60100
RNU2-42P	113
FANK1	113054
GNG10P1	199
FANK1-AS1	939
ADAM12	376075
RNA5SP328	109
SAR1AP2	594
LINC00601	8011
C10orf90	245450
DOCK1	547109
AL359094.1	38413
AL359094.2	12975
INSYN2	60733
NPS	3271
AL391005.1	2435
FOXI2	3952
BUB1P1	607
CLRN3	15107
PTPRE	178795
AL158166.2	5142
AL158166.1	1470
MKI67	29727
LINC01163	136695
AL390763.1	3933
AL355537.1	3393
AL355537.2	1291
AL391869.1	13472
AL359508.1	8560
MGMT	300824
AL157832.2	8396
AL157832.1	592
AL157832.3	21989
EBF3	128559
AL354950.2	290
MIR4297	76
AL354950.1	568
C10orf143	90793
AL139123.1	430
CTAGE7P	2436
PPIAP32	472
GLRX3	48123
AL157712.1	269706
AL157712.2	4160
AC016816.1	11695
MIR378C	81
TCERG1L	219331
TCERG1L-AS1	560
LINC01164	17802
AL607033.1	1599
FP565171.1	3658
PPP2R2D	59191
BNIP3	15559
AL162274.2	332
AL162274.1	1098
AL162274.3	3109
JAKMIP3	80139
AL512622.1	4738
DPYSL4	18877
STK32C	124356
LRRC27	47765
PWWP2B	20696
AL451069.2	1871
AL451069.3	7752
C10orf91	5082
AL451069.1	6566
LINC01165	1623
INPP5A	245661
NKX6-2	2874
CFAP46	134432
LINC01166	21323
LINC01167	898
LINC01168	10821
ADGRA1	60747
ADGRA1-AS1	5419
RPL5P28	693
KNDC1	65966
UTF1	1285
VENTX	4526
MIR202HG	1414
MIR202	110
AL592071.1	408
ADAM8	14466
TUBGCP2	33708
AL360181.2	791
ZNF511	4688
ZNF511-PRAP1	43120
CALY	12864
BANF1P2	264
AL360181.1	4973
PRAP1	5538
FUOM	2882
ECHS1	11210
MIR3944	108
AL360181.4	134
PAOX	12461
AL360181.3	29662
MTG1	27214
SPRN	3907
OR6L2P	925
SCART1	69631
OR7M1P	533
CYP2E1	40815
AL161645.1	1255
SYCE1	15935
OR6L1P	910
FRG2B	2901
RARRES2P2	485
AGGF1P2	2106
CLUHP5	3401
DUX4L28	678
DUX4L25	1269
DUX4L24	1269
DUX4L23	1269
DUX4L22	1269
DUX4L21	1269
DUX4L20	1269
DUX4L29	679
DUX4L10	1267
DUX4L11	1267
DUX4L12	1267
DUX4L13	1267
DUX4L14	1267
DUX4L15	1267
RPL23AP60	454
BX322534.1	241
WBP1LP10	364
OR4F2P	938
AC069287.1	12961
CICP23	2812
LINC01001	12409
AC069287.3	56858
RNU6-447P	104
BET1L	39645
SCGB1C1	1494
ODF3	3524
AC069287.2	1848
RIC8A	7603
MIR6743	71
SIRT3	21474
PSMD13	16439
AC136475.10	385
NLRP6	6995
AC136475.3	1683
PGGHG	6973
IFITM5	1327
AC136475.6	289
IFITM2	7642
AC136475.2	1003
IFITM1	1767
AC136475.1	6992
IFITM3	7869
AC136475.4	436
AC136475.8	542
AC136475.7	592
AC136475.5	2952
AC136475.9	497
B4GALNT4	12321
PKP3	12295
SIGIRR	11740
ANO9	24079
RN7SL838P	295
PTDSS2	43132
AC138230.1	970
RNH1	12789
AC137894.1	753
HRAS	5046
LRRC56	17390
LMNTD2	5925
AP006284.1	2513
RASSF7	3618
MIR210HG	2798
MIR210	110
PHRF1	35737
IRF7	3447
CDHR5	9514
SCT	713
DRD4	3414
DEAF1	62483
AC131934.1	12482
EPS8L2	33290
TMEM80	9601
AP006621.4	18484
TALDO1	17696
GATD1	10269
AP006621.3	6720
AP006621.5	1139
AP006621.2	461
CEND1	3020
SLC25A22	7859
PANO1	1680
PIDD1	10575
RPLP2	3234
SNORA52	134
PNPLA2	6672
AP006621.1	9250
CRACR2B	5848
CD151	6989
POLR2L	5190
TSPAN4	24309
AP006623.1	2916
CHID1	47199
AP2A2	87352
RNU6-1025P	104
MUC6	23886
AC139749.1	5870
MUC2	35637
MUC5AC	43186
MUC5B	39107
MUC5B-AS1	7416
MIR6744	66
TOLLIP	35284
TOLLIP-AS1	939
AC136297.1	13928
BRSK2	72791
AC091196.1	3051
MOB2	31791
DUSP8	17877
KRTAP5-AS1	27832
KRTAP5-1	942
KRTAP5-2	1118
KRTAP5-3	899
KRTAP5-4	1181
KRTAP5-5	933
AP006285.2	760
FAM99A	2260
FAM99B	2361
AP006285.1	760
KRTAP5-6	561
IFITM10	18182
AC068580.4	29134
CTSD	11822
AC068580.3	2139
AC068580.1	741
AC068580.2	1459
RPL36AP39	318
AC139143.1	1207
SYT8	9215
TNNI2	2692
LSP1	39298
MIR4298	73
AC051649.1	2491
MIR7847	103
PRR33	3319
LINC01150	11642
TNNT3	19145
MRPL23	37245
MRPL23-AS1	6684
LINC01219	2575
H19	6295
RF01972	71
MIR675	73
RF01973	69
IGF2	29547
AC132217.1	844
INS-IGF2	28672
MIR483	76
IGF2-AS	8166
INS	1563
TH	7949
MIR4686	76
ASCL2	2458
C11orf21	7405
TSPAN32	16204
RNU6-878P	110
CD81-AS1	49244
RPL26P30	12551
CD81	21243
TSSC4	3391
AC124057.1	3394
TRPM5	18531
KCNQ1	404427
KCNQ1OT1	91667
RF01946	464
RF01947	196
RF01948	116
RF01950	226
COX6CP18	222
KCNQ1-AS1	21434
KCNQ1DN	2073
AC013791.1	62
CDKN1C	2561
SLC22A18AS	15961
SLC22A18	25526
PHLDA2	1183
NAP1L4	47947
SNORA54	123
AC131971.1	1482
CARS	56692
CARS-AS1	12252
RNU1-91P	163
AC108448.3	7170
AC108448.2	1051
OSBPL5	79624
AC108448.1	384
MRGPRG	870
MRGPRG-AS1	4800
AC109309.1	6778
MRGPRE	4689
NDUFA5P8	346
AC109309.2	332
NDUFA5P1	341
AC123788.2	283
AC123788.1	3910
ZNF195	39962
TSSC2	28018
OR7E12P	973
FAM86GP	12145
AC127526.3	70864
AC127526.1	62010
AC127526.2	99692
SNRPCP5	189
RPS3AP39	775
RPS24P14	366
AP006294.2	209
AP006294.1	339
OR7E117P	1112
TRPC2	27659
ART5	3814
ART1	19289
CHRNA10	5798
NUP98	126710
RNU6-1143P	104
RNU7-50P	62
PGAP2	28648
RHOG	14006
AC090587.1	1192
STIM1	238684
AC090587.2	788
MIR4687	80
PPIAP40	490
AC087441.2	262
HNRNPA1P76	1357
AC087441.1	301
RPS29P20	171
RRM1	44170
RRM1-AS1	1142
OR55B1P	4993
AC015689.1	15516
AC015689.2	1738
SSU72P5	585
SSU72P2	585
SSU72P6	488
SSU72P4	585
SSU72P3	585
SSU72P7	585
OR52B4	1124
OR52B3P	928
TRIM21	8800
OR52K3P	82579
OR51R1P	952
OR52P2P	955
OR52K2	1067
OR52K1	10852
OR52M2P	959
OR52M1	954
C11orf40	6398
OR52I2	11598
OR52I1	2961
TRIM68	9588
OR51D1	5584
OR51E1	12069
OR51A9P	911
OR51E2	17684
OR51C1P	7409
MMP26	287503
OR51F5P	2853
OR51C4P	948
KRT8P49	1432
OR51F3P	901
OR51F4P	899
OR51F1	960
OR51N1P	952
OR52Y1P	1507
OR52R1	948
OR51F2	1136
OR51A8P	2898
OR51S1	1750
OR51H1	4043
OR51H2P	6401
OR51T1	1065
OR51A6P	1004
OR51A7	5680
OR51G2	6763
OR51G1	966
OR51A3P	924
OR51A4	4775
OR51A2	942
OR51A5P	942
OR51L1	10686
OR51P1P	942
OR52J2P	939
OR52J3	936
OR52E2	978
OR52E1	926
OR52S1P	937
OR52E3P	936
OR52J1P	932
AC113331.1	1469
OR52A4P	3893
OR52A5	9581
OR52A1	11539
OR51A1P	946
OR52Z1	951
OR51V1	966
AC104389.1	2268
AC104389.6	1153
RF00621	192
HBB	3932
HBD	10980
HBBP1	2433
BGLT3	993
HBG1	1781
AC104389.5	6514
HBG2	252416
AC104389.4	424043
HBE1	237308
OR51AB1P	620
OR51B4	933
OR51B5	202209
OR51B3P	913
OR51B2	939
OR51B8P	769
OR51B6	939
AC104389.2	887
AC104389.3	235
OR51M1	9452
OR51J1	951
OR51Q1	1096
OR51K1P	950
OR51I1	945
OR51I2	7196
OR51A10P	937
OR52D1	1065
UBQLN3	2686
UBQLNL	2313
OLFM5P	6515
OR52V1P	898
OR52H1	4045
OR52H2P	902
OR52B5P	7232
OR52T1P	939
HNRNPA1P53	946
OR52B6	1008
TRIM6	16850
TRIM6-TRIM34	47674
TRIM34	24635
TRIM5	275063
TRIM22	47401
OR52U1P	923
OR52P1P	963
OR56B1	2075
OR52N4	1663
OR56B2P	6313
OR52N5	7191
OR52N1	4795
OR52N3P	934
OR52N2	1035
OR52E6	1025
OR52E8	1061
OR52E7P	933
OR52E4	6451
OR52E5	9523
OR52Q1P	682
OR56A3	12597
OR56A5	1318
OR52L1	1094
KRT18P58	1120
OR56A4	7502
RNA5SP329	119
OR56A1	15003
OR56A7P	941
OR52L2P	960
OR52X1P	914
OR56B4	1152
AC022762.1	77442
OR56B3P	947
OR52B1P	909
OR52B2	1079
OR52W1	1114
AC022762.2	1353
C11orf42	5567
FAM160A2	23377
CNGA4	9665
CCKBR	12392
AC068733.2	1418
CAVIN3	1702
AC068733.3	27169
AC068733.1	2469
SMPD1	4568
APBB1	24291
HPX	11569
TRIM3	25847
ARFIP2	6797
TIMM10B	3233
AC084337.2	27494
AC084337.1	1192
DNHD1	96499
RRP8	8546
AC091564.2	779
ILK	7167
TAF10	6372
AC091564.3	1469
AC091564.7	5712
TPP1	6723
AC091564.6	975
DCHS1	34532
AC091564.4	872
AC091564.5	4606
MRPL17	2620
AC091564.1	479
GVINP1	32904
GVINP2	2194
OR2AG2	6351
OR2AG1	8539
OR6A2	7954
AC087280.2	104936
AC087280.1	1003
OR10A5	1054
OR10A2	11661
OR10A4	995
OR2D2	1110
OR2D3	1070
ZNF215	74601
ZNF214	21051
NLRP14	50863
RBMXL2	1874
AC027804.1	7931
MIR302E	72
SYT9	230265
AC107884.1	85250
OLFML1	25990
PPFIBP2	143830
AC107884.2	3181
CYB5R2	12123
OVCH2	16984
AC104237.2	443
AC104237.3	427
AC044810.3	178320
AC104237.1	4230
OR10AB1P	3249
OR5P4P	917
AC044810.2	151563
OR5P1P	925
AC044810.1	711
OR5P2	1069
OR5P3	6023
OR5E1P	927
RNU6-943P	98
OR10A6	6677
OR10A3	4538
NLRP10	6003
EIF3F	31612
COX6CP5	228
CASC23	5212
TUB	86869
AC116456.1	4273
TUB-AS1	9336
AC116456.2	2209
RIC3	62963
AC091013.1	9737
LMO1	44413
STK33	202422
TRIM66	70658
AC091053.2	1825
RPL27A	32349
SNORA3A	130
SNORA3B	131
ST5	217601
AC091053.1	3251
AC026894.1	41454
RNA5SP330	96
AKIP1	8946
C11orf16	12931
ASCL3	633
TMEM9B	17718
TMEM9B-AS1	12853
NRIP3	23474
AC079296.1	60993
SCUBE2	118617
MIR5691	68
KRT8P41	1514
DENND5A	126566
AP006259.1	3062
TMEM41B	34127
PRR13P2	406
IPO7	63505
SNORA23	182
AC132192.1	3131
AC132192.2	1147
ZNF143	68206
WEE1	19777
RPL23AP65	468
AC011979.2	352
AC011979.1	483
SWAP70	88915
RN7SKP50	315
AC026250.1	4764
SBF2-AS1	53044
SBF2	515541
AC011092.2	90121
RNU7-28P	62
AC011092.1	1047
AC100763.1	15918
AC080023.2	208
AC080023.1	1048
ADM	2718
AMPD3	199267
RNU6ATAC33P	126
MTRNR2L8	1303
MIR4485	57
RNF141	29553
MRVI1-AS1	58661
LYVE1	54724
MRVI1	120898
CTR9	50639
EIF4G2	12061
SNORD97	142
AC116535.1	13635
ZBED5	46723
ZBED5-AS1	48544
AC069360.1	14438
AC111188.1	162729
AC111188.2	2177
AC111188.3	307
MTND5P21	522
KC877392.1	528
GALNT18	351130
CSNK2A3	1416
AC023946.1	882
AC104031.1	3699
MIR4299	72
AC131935.2	1371
AC131935.1	333
MIR8070	88
USP47	117901
AC104383.1	370
DKK3	46664
LINC02547	30911
AC124276.1	6086
AC124276.2	2551
MICAL2	265137
MIR6124	85
AC079329.1	1748
AC025300.1	4684
PARVA	158172
AC009806.1	2885
TEAD1	269893
AC013549.2	1233
AC013549.3	639
AC013549.1	1740
LINC00958	27707
AC084859.1	8070
RASSF10	2530
AC013762.1	80225
AC022878.1	149
ARNTL	110615
RN7SKP151	316
BTBD10	75297
AC021269.1	705
AC021269.2	779
PTH	4127
HMGN2P36	409
FAR1	63677
FAR1-IT1	823
RPL39P26	158
CENPUP1	1534
AC013828.1	235
LINC02548	63974
AC027779.1	52657
LINC02545	25755
RNA5SP331	107
AC022240.1	3414
SPON1	305196
RNA5SP332	115
SPON1-AS1	10846
RRAS2	86581
AC018523.1	891
COPB1	56588
RNU7-49P	62
AC018523.2	26562
PSMA1	138762
PDE3B	228322
MORF4L1P3	950
CYP2R1	14813
CALCB	177346
CALCP	469
CALCA	5687
OR7E41P	1024
INSC	134785
RF00324	161
AC073172.2	38244
AC073172.1	50585
AC087379.2	61484
AC087379.1	56936
AC009869.1	16487
SOX6	773143
MIR6073	89
AC103794.1	8326
AKR1B1P3	588
RN7SL188P	285
C11orf58	143750
PLEKHA7	237127
RN7SKP90	335
AC116533.1	321
OR7E14P	39027
RPS13	3399
SNORD14A	91
SNORD14B	90
PIK3C2A	130254
RNU6-593P	112
AC126389.1	290
AC107956.2	820
NUCB2	141828
AC107956.1	873
AC124798.2	2651
NCR3LG1	25616
AC124798.1	2883
KCNJ11	3473
ABCC8	84382
SDHCP4	510
USH1C	50522
OTOG	99778
AC124301.1	2450
AC124301.2	1674
MYOD1	2564
KCNC1	122031
SERGEF	225115
AC055860.1	22390
TPH1	24863
SAAL1	36157
HIGD1AP5	259
SAA3P	3661
MRGPRX3	17526
AC090099.4	49310
AC090099.5	2802
AC090099.3	979
MRGPRX4	1444
GLTPP1	622
AC090099.2	681
AC090099.1	5425
SAA4	5545
SAA2-SAA4	17213
SAA2	9421
RNA5SP333	118
ST13P5	1110
SAA1	3804
RNA5SP334	118
HPS5	43531
GTF2H1	44750
MIR3159	74
LDHA	14038
AC084117.1	1123
LDHC	39752
AC027544.3	757
LDHAL6A	23777
TSG101	58897
YWHABP2	713
AC027544.2	1213
AC027544.1	433
UEVLD	59139
SPTY2D1OS	21475
AC112694.1	4225
AC112694.2	768
SPTY2D1	28391
AP006296.1	499
TMEM86A	11664
IGSF22	21926
AC103974.1	34032
PTPN5	64794
AC103974.2	778
AC023078.1	952
AC023078.6	2474
AC023078.2	988
AC023078.7	961
MRGPRX1	5695
AC023078.5	4737
AC023078.4	961
AC023078.3	958
AC027026.1	742
MRGPRX2	6227
ZDHHC13	59324
CSRP3	28535
AC009652.2	84652
E2F8	17558
PCNAP4	730
AC009652.1	8476
NAV2	770875
NAV2-IT1	4531
RNA5SP335	110
NAV2-AS5	4558
NAV2-AS4	9007
MIR4486	63
AC009549.1	1686
MIR4694	80
NAV2-AS3	2639
NAV2-AS2	5458
NAV2-AS1	949
AC068860.1	3736
DBX1	4459
HTATIP2	20099
PRMT3	121765
HMGB1P40	857
SLC6A5	59886
NELL1	906131
AC090707.1	873
RNA5SP336	117
AC090857.1	390
AC090857.2	2510
AC099730.1	1177
RNA5SP337	109
ANO5	483424
AC107882.1	3554
AC107886.1	1048
AC104009.1	54516
SLC17A6	41407
AC040936.1	1082
LINC01495	46332
AC055878.1	10735
FANCF	2952
GAS2	187547
RNA5SP338	85
SVIP	16501
AC006299.1	116014
CCDC179	13496
AC090092.1	38262
AC100767.2	7529
WIZP1	2299
MIR8054	86
AC100767.1	123
THAP12P4	2363
AC068472.1	881
AC100768.2	66383
AC100768.1	43269
RNU6-783P	105
AC099842.1	7423
AC015771.1	26742
LUZP2	585662
AC115990.1	301
AC087373.1	491
RPL36AP40	321
AC100770.1	322
AC090592.1	46989
AC013799.1	2621
AC024341.1	1612
AC099687.1	19225
AC021698.1	2297
ANO3	353690
AC079064.1	362
MUC15	13201
SLC5A12	56409
FIBIN	1938
BBOX1	87085
BBOX1-AS1	172928
CCDC34	33042
LGR4	106815
AC100771.2	10705
AC100771.1	279
LIN7C	12198
BDNF-AS	191337
MIR8087	78
RNA5SP339	122
AC104563.1	376
LINC00678	17002
BDNF	67166
AC103796.1	181337
CBX3P1	554
HSP90AA2P	2196
AC090159.1	40907
KIF18A	87689
MIR610	96
METTL15	418794
AC023206.1	298
RN7SKP158	326
AC104978.1	391
MIR8068	68
AC013714.1	2510
AC100773.1	4287
AC090833.1	361207
OR2BH1P	864
AC090791.1	106779
AC110056.1	911
AC090124.1	258418
AC090124.3	2320
AC090124.2	11907
AC110058.1	33564
LINC02546	35747
HNRNPRP2	743
AC107973.1	167806
RN7SL240P	286
RPL7AP58	802
LINC01616	2280
KCNA4	7283
AC124657.1	40286
AL358944.1	144
FSHB	4246
ARL14EP	15177
RPL12P30	499
MPPED2	202380
AL353699.1	3717
MPPED2-AS1	46379
DCDC1	539442
CYCSP25	316
AL137804.1	8864
DNAJC24	62010
IMMP1L	77245
ELP4	280629
AC131571.1	149830
PAX6	33284
PAUPAR	190099
AL035078.4	292275
AL035078.1	5338
AL035078.3	418
AL035078.2	7262
EIF4A2P5	602
RCN1	14852
AL078612.1	7949
THEM7P	231361
AL078612.2	11021
WT1	47856
WT1-AS	23252
RF02203	109
RF02204	137
RF02205	234
RF02208	121
RF02209	294
RF02210	275
EIF3M	22465
HNRNPA3P9	979
CCDC73	192413
AL049714.1	347
PRRG4	28181
QSER1	100497
DEPDC7	17719
TCP11L1	66527
PIGCP1	895
LINC00294	3306
CSTF3	85184
CSTF3-DT	29942
RPL29P23	442
AL136126.1	402
HIPK3	100352
KIAA1549L	297637
AL137161.1	390
AL133399.1	298
AL049629.1	31482
C11orf91	2541
AL049629.2	24207
CD59	33482
FBXO3	33605
FBXO3-DT	972
AC113192.5	3308
AC113192.3	742
AC113192.4	874
AC113192.1	1034
AC113192.2	7219
LMO2	33714
AC132216.1	1158
CAPRIN1	49474
NAT10	42069
ABTB2	207021
AL139174.1	886
AL035079.1	287
CIR1P3	770
CAT	33138
ELF5	35013
AL137224.1	24911
AC087783.1	3107
EHF	39965
AC087783.2	562
AL359999.1	294
APIP	63406
PDHX	104763
MIR1343	84
AL356215.1	5378
CD44	93533
CD44-AS1	4643
AL133330.1	1458
SLC1A2	168859
AL133330.2	4197
AC090625.1	210
AC090625.2	1946
PAMR1	98478
AL135934.1	5881
FJX1	2450
AL138812.1	4646
TRIM44	155203
AC090692.2	14332
KRT18P14	1250
AC090692.3	2749
AC090692.1	3689
LDLRAD3	288156
AL136146.1	1667
AL136146.2	16580
RPL12P31	450
MIR3973	107
AC129502.1	1654
COMMD9	20166
PRR5L	168917
AC087277.1	2283
AC087277.2	1730
AC009656.1	676
TRAF6	23246
AC061999.1	177
RAG1	82448
RAG2	22706
C11orf74	64798
AC104042.1	1551
RPL7AP56	791
AC103798.1	16063
AC103798.2	632
LRRC6P1	1411
AC021713.1	1192
AC022796.1	28093
LINC01493	39873
AC021723.2	137008
AC021723.1	515
RNU6-99P	107
AC021749.1	607
AC021820.1	808
AC080100.1	5356
LRRC4C	1345571
AC090720.1	68899
RNU6-365P	106
AC090138.1	31910
AC021006.2	195554
AC021006.1	553
AC021006.3	192
LINC01499	143200
AC023442.1	422
AC023442.3	20078
AC023442.2	445
AC079917.1	170467
AC090458.1	70421
AC109810.1	224
AC009643.2	2296
AC009643.1	391
HNRNPKP3	148632
API5	32567
AC087276.2	30549
TTC17	136002
AC087276.3	6790
AC087276.1	5213
RN7SKP287	266
PPIAP41	480
CTBP2P6	1229
AC068205.1	116958
MIR670	98
MIR670HG	1090
AC068205.2	261142
MIR129-2	90
HSD17B12	176060
AC068205.3	468
RPL23AP63	471
PHBP2	806
AC068205.4	804
AC087521.2	51018
AC087521.4	492
ALKBH3	39456
SEC14L1P1	2181
ALKBH3-AS1	11653
AC087521.3	80099
C11orf96	1834
AC087521.1	3420
ACCSL	11997
ACCS	18298
AC134775.1	942
EXT2	149881
ALX4	49727
AC010768.4	1966
AC010768.3	916
CD82	55937
AC010768.1	830
AC010768.2	1932
RPL34P22	318
AC104010.1	150
AC104241.2	1439
AC104241.1	17301
TSPAN18	205957
TP53I11	65404
AC068858.1	4127
PRDM11	139305
AC103681.2	19478
SYT13	46019
AC103681.1	766
AC103736.1	10751
AC018716.2	17112
AC103855.3	126588
AC018716.1	1081
AC103855.2	52786
AC103855.4	265
AC103855.1	950
CHST1	16746
AC087442.1	1163
MIR7154	73
AC044839.1	21947
AC044839.3	1773
AC044839.2	1049
DKFZp779M0652	927
SLC35C1	8944
AC044839.4	12040
CRY2	36131
MAPK8IP1	20815
AC068385.1	521
C11orf94	770
PEX16	9144
LARGE2	7476
PHF21A	191856
AC024475.1	741
AC024475.4	54076
AC024475.2	879
AC024475.3	6615
AC116021.1	886
LINC02489	18193
CREB3L1	43762
DGKZ	47650
MIR4688	83
MDK	3082
CHRM4	1511
AMBRA1	197712
AC024293.1	498
MIR3160-1	85
MIR3160-2	81
AC127035.1	14861
HARBI1	15049
ATG13	57292
ARHGAP1	23536
ZNF408	5095
F2	20327
CKAP5	103261
MIR5582	68
RF00573	108
SNORD67	111
LRP4-AS1	27985
LRP4	61775
C11orf49	227697
AC103792.1	919
AC090589.2	7698
ARFGAP2	12827
AC090589.3	1283
PACSIN3	8919
MIR6745	127
AC090589.1	362
DDB2	24776
AC018410.2	1534
ACP2	9605
NR1H3	20733
MADD	60871
AC018410.1	1454
AC090582.1	199
MYBPC3	21306
SPI1	23717
AC090559.1	26043
MIR4487	73
SLC39A13	9370
PSMC3	7705
RAPSN	11422
CELF1	99637
AC090559.2	1285
RN7SL652P	300
NDUFS3	19227
PTPMT1	8032
KBTBD4	6819
RNU5E-10P	118
KF459542.1	553
FAM180B	2502
C1QTNF4	4996
MTCH2	25309
AGBL2	55799
FNBP4	50927
NUP160	70469
AC021443.1	211
RNA5SP340	107
YPEL5P2	359
AC023232.1	285
PTPRJ	190284
PTPRJ-AS1	1450
MIR3161	77
OR4B1	930
OR4B2P	882
OR4X2	1025
OR4X1	918
OR4S1	930
OR4C3	3552
OR4C4P	7097
OR4C5	981
OR4C2P	1064
OR4C10P	931
OR4C9P	925
OR4R1P	463
OR4A47	1064
OR4A48P	391
OR4A46P	933
OR4A40P	948
OR4A43P	908
OR4A45P	901
OR4A41P	928
OR4A42P	938
OR4A44P	948
AC027369.6	5127
AC027369.3	20459
AC027369.4	5448
AC027369.5	1844
TRIM51CP	6202
AC027369.2	1883
TRIM51GP	8503
TRIM53CP	6014
AC027369.1	8631
TRIM49B	10951
TRIM64C	5399
AC084851.3	1692
AC084851.1	249
UBTFL7	1191
AC084851.2	364
AC118273.1	3006
AC118273.2	465
TRIM77BP	7561
UBTFL9	1148
FOLH1	62036
AC118942.1	73956
TYRL	10699
CBX3P8	525
AC135977.1	959
AC136759.1	251874
AC130364.1	7776
AC130364.2	1886
TRIM51FP	6181
AP006587.6	3046
AP006587.1	11900
AP006587.5	5323
AP006587.4	2242
TRIM51DP	1694
AP006587.2	1095
AP006587.3	1516
OR4A1P	920
OR4A49P	632
OR4A18P	1088
OR4A19P	1103
OR4R3P	838
OR4C13	1029
OR4C12	1063
OR4C48P	898
OR4C45	921
OR4C49P	900
GTF2IP11	2007
AC109635.5	20286
AC109635.1	1208
AC109635.6	1113
AC109635.4	18625
AC109635.3	185
AC109635.2	6078
AC024405.2	54026
AC024405.1	13275
OR4C50P	930
OR4C46	930
OR4C7P	919
OR4R2P	597
OR4A4P	930
OR4A3P	871
OR4A2P	913
OR4A8	945
OR4A7P	910
OR4A5	1071
OR4A6P	970
TRIM48	8938
AP005597.4	229
AP005597.3	5303
AP005597.2	341
TRIM51HP	6388
AP005597.1	2771
OR4A11P	906
OR4A12P	918
OR4A16	1081
OR4A15	1035
OR4A9P	944
OR4X7P	192
OR4A10P	1893
OR4A17P	904
OR4A13P	942
OR4A50P	2570
OR4A21P	944
OR4C1P	4535
OR4C14P	923
OR4C15	1113
OR4C16	933
OR4C11	5286
OR4P4	5197
OR4S2	4528
OR4C6	3995
OR4V1P	1140
OR4P1P	1136
AP006437.1	2020
OR5D2P	929
OR5D3P	5846
OR5D17P	981
OR5D13	945
OR5D15P	942
OR5D14	945
OR5L1	1110
OR5D18	991
OR5L2	936
OR5D16	987
OR9M1P	8201
AC036111.2	17312
AC036111.3	112
AC036111.1	6969
TRIM51	8514
OR5W1P	938
OR5W2	933
OR5I1	945
OR10AF1P	805
OR10AK1P	415
OR10AG1	4191
OR7E5P	706
OR5F1	945
OR5F2P	941
OR5AS1	10538
OR5AQ1P	5946
OR5J1P	939
OR5BE1P	2040
OR8I2	1010
OR8I4P	141
OR8H2	3972
OR5BN2P	618
OR8H3	939
OR5BN1P	829
OR8J3	5481
OR8K4P	872
OR8K5	924
OR5J7P	422
OR5J2	939
OR8V1P	873
AC022882.1	501
OR8J2	6238
OR5T2	2974
OR5T3	1023
OR5T1	2666
OR8H1	3793
OR8I1P	931
OR8K3	5496
FAM8A2P	1142
OR8K2P	927
OR8K1	1087
OR8J1	7221
RPL5P29	894
OR8U1	930
OR8L1P	955
OR5AL2P	920
OR5AL1	985
OR5R1	975
OR5M4P	925
AP002512.3	14132
OR5M9	933
OR5M3	4079
OR5M2P	8553
OR5M8	1047
AP002512.1	653
OR5M7P	972
AP002512.2	623
OR5M6P	937
OR5M5P	936
OR5M11	1020
OR5M10	1052
OR5M13P	937
OR5M1	5639
OR5AM1P	1032
OR5M12P	929
OR5AP1P	940
OR5AP2	1006
OR5AR1	1026
OR2AH1P	7120
AP004245.1	259
OR9G1	4790
AP001803.1	147
OR9G3P	918
OR9G4	7475
MIR6128	109
OR9G2P	880
OR5G1P	946
OR5G4P	760
OR5G5P	18567
OR5G3	944
AP001803.2	29601
FADS2P1	37273
OR5AK3P	1297
OR5AK2	996
OR5AK1P	922
OR5BQ1P	315
OR5AK4P	903
OR5AO1P	300
OR5BP1P	546
LRRC55	9971
APLNR	3738
TNKS1BP1	25315
AP000781.1	2356
SSRP1	9893
P2RX3	32227
PRG3	4382
PRG2	3864
AP000781.2	36695
SLC43A3	20627
RNA5SP341	117
RN7SKP259	333
RTN4RL2	16986
AP002893.1	1042
SLC43A1	31253
RN7SL605P	281
TIMM10	2341
SMTNL1	7634
UBE2L6	16629
RPS4XP13	789
SERPING1	17467
AP000662.1	14767
MIR130A	89
YPEL4	4858
CLP1	12877
ZDHHC5	33441
MED19	8610
TMX2	28374
TMX2-CTNND1	78982
PPIAP42	487
SELENOH	2305
AP001931.1	51081
BTBD18	8268
CTNND1	66304
OR5BA1P	11641
AP003484.1	250
