Geneid,chr,length
AL049776.1,chr14,2025
KIAA0391,chr14,6982
AL121594.1,chr14,3857
RPL23AP70,chr14,460
SEPT7P1,chr14,1196
MRPL57P8,chr14,261
DPRXP3,chr14,573
RPL7AP3,chr14,472
RPL9P3,chr14,575
PSMA6,chr14,6506
AL133163.2,chr14,624
AL133163.1,chr14,949
NFKBIA,chr14,2373
DNAJC8P1,chr14,372
AL133163.3,chr14,504
RPS3AP4,chr14,764
KRT18P6,chr14,1265
INSM2,chr14,3013
RALGAPA1,chr14,14258
QRSL1P3,chr14,1316
AL162311.3,chr14,2867
NUTF2P2,chr14,384
BRMS1L,chr14,3897
AL162311.1,chr14,601
AL162311.2,chr14,709
AL133304.3,chr14,477
AL133304.1,chr14,549
ILF2P2,chr14,1117
AL133304.2,chr14,886
LINC00609,chr14,583
PTCSC3,chr14,571
AL162511.1,chr14,879
RN7SKP21,chr14,220
MBIP,chr14,3468
AL132857.2,chr14,1737
DPPA3P2,chr14,1219
RNU7-93P,chr14,61
AL132857.1,chr14,1116
SFTA3,chr14,3108
NKX2-1,chr14,3165
NKX2-1-AS1,chr14,1775
PHKBP2,chr14,708
RPL29P3,chr14,463
NKX2-8,chr14,1261
RN7SKP257,chr14,309
AL079303.1,chr14,2613
PAX9,chr14,6035
SLC25A21,chr14,3703
AL162464.2,chr14,526
AL162464.1,chr14,554
MIR4503,chr14,83
AL079304.1,chr14,828
SLC25A21-AS1,chr14,1924
RNU6-273P,chr14,96
MIPOL1,chr14,20250
RNU6-886P,chr14,105
AL121790.2,chr14,532
AL121790.1,chr14,738
FOXA1,chr14,3982
TTC6,chr14,8361
RNU6-1277P,chr14,107
LINC00517,chr14,4125
AL359233.1,chr14,364
AL392023.2,chr14,1153
AL392023.1,chr14,531
SSTR1,chr14,4295
CLEC14A,chr14,2267
AL161751.1,chr14,1044
AL357094.1,chr14,844
KRT8P1,chr14,1207
LINC00639,chr14,4860
AL132994.1,chr14,400
AL132994.2,chr14,687
SEC23A,chr14,8945
AL109628.1,chr14,201
SEC23A-AS1,chr14,500
PPIAP4,chr14,366
GEMIN2,chr14,2757
TRAPPC6B,chr14,4533
AL109628.2,chr14,3154
RPL7AP2,chr14,740
AL132639.3,chr14,530
PNN,chr14,4201
AL132639.1,chr14,475
YTHDF2P1,chr14,1271
MIA2,chr14,10539
AL132639.2,chr14,1359
AL157791.2,chr14,478
AL157791.1,chr14,1699
FBXO33,chr14,3853
AL049875.1,chr14,1209
AL352977.1,chr14,453
AL352977.2,chr14,547
LINC02315,chr14,696
AL391516.1,chr14,2449
AL356596.1,chr14,379
AL121821.2,chr14,394
AL121821.1,chr14,530
LRFN5,chr14,6140
FKBP1BP1,chr14,325
AL445074.1,chr14,318
AL442163.1,chr14,515
AL450442.1,chr14,854
AL442163.2,chr14,710
AL442163.3,chr14,156
AL356800.1,chr14,735
AL163153.1,chr14,283
AL445383.1,chr14,874
HNRNPUP1,chr14,333
KRT8P2,chr14,944
AL358913.1,chr14,121
AL358913.2,chr14,1548
LINC02307,chr14,257
EIF4BP1,chr14,351
AL109766.1,chr14,552
YWHAZP1,chr14,722
AL161752.1,chr14,268
LINC02277,chr14,675
FSCB,chr14,2938
AL356022.1,chr14,801
LINC02302,chr14,2904
DOCK11P1,chr14,5932
AL049870.2,chr14,693
AL049870.1,chr14,308
AL049870.4,chr14,486
C14orf28,chr14,3864
AL049870.3,chr14,360
KLHL28,chr14,8076
TOGARAM1,chr14,10274
AL121809.2,chr14,341
AL121809.1,chr14,849
PRPF39,chr14,4932
RF00151,chr14,66
SNORD127,chr14,86
FKBP3,chr14,2262
FANCM,chr14,8468
MIS18BP1,chr14,6250
RNU6-552P,chr14,119
DNAJC19P9,chr14,351
AL162632.3,chr14,1625
AL162632.1,chr14,548
AL162632.2,chr14,399
AL139354.1,chr14,645
LINC02303,chr14,1144
LINC00871,chr14,1349
RPL10L,chr14,812
MDGA2,chr14,7753
RPA2P1,chr14,721
RPL13AP2,chr14,530
RPS15AP3,chr14,389
MIR548Y,chr14,110
LINC00648,chr14,3043
AL121576.1,chr14,276
AL359212.1,chr14,614
AL358335.3,chr14,327
RNU6-297P,chr14,107
AL358335.2,chr14,487
AL358335.1,chr14,1066
RPL18P1,chr14,552
AL512360.1,chr14,234
AL110505.1,chr14,522
AL512361.1,chr14,418
RNA5SP384,chr14,116
RPS29,chr14,9845
RPL32P29,chr14,403
AL139099.4,chr14,300
RN7SL1,chr14,299
LRR1,chr14,2359
RHOQP1,chr14,579
AL139099.3,chr14,114
RPL36AL,chr14,746
MGAT2,chr14,2687
AL139099.1,chr14,2469
DNAAF2,chr14,2963
AL139099.2,chr14,401
POLE2,chr14,2955
AL591767.3,chr14,525
AL591767.2,chr14,173
RNU6ATAC30P,chr14,122
KLHDC1,chr14,3006
AL591767.1,chr14,568
KLHDC2,chr14,6841
NEMF,chr14,9426
RNU6-539P,chr14,103
RN7SL3,chr14,299
AL627171.2,chr14,1327
RN7SL2,chr14,300
AL627171.1,chr14,1308
ARF6,chr14,3865
RNU6-189P,chr14,101
LINC01588,chr14,14763
MIR6076,chr14,113
PDLIM1P1,chr14,969
AL117692.1,chr14,713
RN7SKP193,chr14,306
VCPKMT,chr14,2055
SOS2,chr14,6938
L2HGDH,chr14,6879
MIR4504,chr14,92
ATP5S,chr14,11297
AL359397.2,chr14,446
CDKL1,chr14,6149
AL359397.1,chr14,501
MAP4K5,chr14,7620
AL118556.1,chr14,502
AL118556.2,chr14,824
ATL1,chr14,4360
SNRPGP1,chr14,222
SAV1,chr14,5630
RN7SL452P,chr14,291
AL606834.1,chr14,668
ZFP64P1,chr14,1169
NIN,chr14,13683
AL606834.2,chr14,496
AL133485.1,chr14,392
AL133485.2,chr14,2430
RF00593,chr14,88
AL358334.1,chr14,174
PYGL,chr14,4798
ABHD12B,chr14,4444
AL358334.3,chr14,535
AL358334.2,chr14,4714
TRIM9,chr14,8945
AL591770.1,chr14,1131
TMX1,chr14,4499
LINC00519,chr14,682
LINC00640,chr14,1568
AL358332.1,chr14,813
LINC02310,chr14,572
SETP2,chr14,926
FRMD6-AS2,chr14,917
FRMD6,chr14,9416
RNU6-1291P,chr14,104
AL122125.1,chr14,600
FRMD6-AS1,chr14,2229
RNA5SP385,chr14,110
RNU6-301P,chr14,107
AL079307.2,chr14,448
OR7E105P,chr14,993
OR7E106P,chr14,1021
AL079307.1,chr14,5982
OR7E159P,chr14,298
AL079307.3,chr14,283
GNG2,chr14,6379
AL358333.2,chr14,529
AL358333.3,chr14,479
AL358333.1,chr14,467
RTRAF,chr14,8323
NID2,chr14,6392
LINC02319,chr14,349
COX5AP2,chr14,394
AL118557.1,chr14,440
PTGDR,chr14,3033
AL365475.1,chr14,1949
PTGER2,chr14,2473
TXNDC16,chr14,4739
GPR137C,chr14,6193
ERO1A,chr14,7548
AL133453.1,chr14,581
PSMC6,chr14,7482
STYX,chr14,4978
GNPNAT1,chr14,4009
AL139317.3,chr14,1426
AL139317.5,chr14,2500
AL139317.1,chr14,196
AL139317.2,chr14,158
FERMT2,chr14,8510
AL139317.4,chr14,760
AL352979.1,chr14,297
AL352979.3,chr14,247
DDHD1,chr14,17944
AL352979.2,chr14,366
AL356020.1,chr14,1076
AL365295.1,chr14,3821
AL163953.1,chr14,726
RPS3AP46,chr14,682
LINC02331,chr14,602
AL138479.1,chr14,484
MIR5580,chr14,58
BMP4,chr14,3082
ATP5F1CP1,chr14,895
CDKN3,chr14,1836
CNIH1,chr14,5060
AL359792.1,chr14,385
GMFB,chr14,7966
CGRRF1,chr14,4564
SAMD4A,chr14,12170
AL133444.1,chr14,1001
GCH1,chr14,2951
RNU6ATAC9P,chr14,116
MIR4308,chr14,81
FDPSP3,chr14,1013
WDHD1,chr14,6385
RPSAP13,chr14,875
SOCS4,chr14,7043
MAPK1IP1L,chr14,6988
LGALS3,chr14,2397
DLGAP5,chr14,3667
AL139316.1,chr14,568
AL158801.5,chr14,465
AL158801.4,chr14,459
AL158801.2,chr14,748
FBXO34,chr14,4133
AL158801.1,chr14,348
CHMP4BP1,chr14,588
AL158801.3,chr14,363
ATG14,chr14,5052
AL356801.1,chr14,294
TBPL2,chr14,2407
RPL21P6,chr14,504
KTN1-AS1,chr14,3595
RPL7AP4,chr14,769
ABI1P1,chr14,1120
KTN1,chr14,17575
AL355773.1,chr14,459
RPL13AP3,chr14,1541
LINC00520,chr14,3482
AL163952.1,chr14,1516
AL138995.1,chr14,675
PELI2,chr14,6278
AL355073.1,chr14,517
AL355073.2,chr14,557
LINC02284,chr14,846
TMEM260,chr14,8077
AL355103.1,chr14,2226
AL161757.2,chr14,461
AL161757.5,chr14,734
AL161757.1,chr14,321
AL161757.3,chr14,807
OTX2,chr14,3272
OTX2-AS1,chr14,3118
AL161757.4,chr14,2251
RN7SL461P,chr14,282
RNU6-1204P,chr14,107
RPL3P3,chr14,1213
AL137100.1,chr14,1620
AL137100.2,chr14,315
AL391152.1,chr14,1577
EXOC5,chr14,12575
AP5M1,chr14,13034
AL355834.1,chr14,3965
NAA30,chr14,7653
CCDC198,chr14,4107
SLC35F4,chr14,4240
AL161804.1,chr14,1430
AL136520.1,chr14,1322
RN7SKP99,chr14,307
AL049838.1,chr14,981
ARMH4,chr14,7565
AL121579.2,chr14,590
UBA52P3,chr14,382
RN7SL598P,chr14,294
AL121579.1,chr14,305
ACTR10,chr14,4039
PSMA3,chr14,3119
AL132989.1,chr14,576
PSMA3-AS1,chr14,7409
HMGB1P14,chr14,591
LINC00216,chr14,1126
RNU6-341P,chr14,96
ARID4A,chr14,7568
AL139021.2,chr14,399
TOMM20L,chr14,620
AL139021.1,chr14,436
TIMM9,chr14,1500
KIAA0586,chr14,10184
HSBP1P1,chr14,166
HNRNPCP1,chr14,766
RPL9P5,chr14,471
DACT1,chr14,4490
LINC01500,chr14,2430
AL049873.1,chr14,376
AL049873.2,chr14,498
AL359219.1,chr14,934
PPIAP5,chr14,348
DAAM1,chr14,10712
GPR135,chr14,4977
L3HYPDH,chr14,3504
AL121694.1,chr14,671
JKAMP,chr14,4350
CCDC175,chr14,3245
RTN1,chr14,6209
MIR5586,chr14,59
AL133299.1,chr14,507
LRRC9,chr14,5372
AL157911.1,chr14,572
PCNX4,chr14,22042
DHRS7,chr14,3248
SCOCP1,chr14,349
PSMA3P,chr14,635
RPL17P2,chr14,451
AL157756.1,chr14,3154
PPM1A,chr14,11860
LINC02322,chr14,338
C14orf39,chr14,3464
RBM8B,chr14,525
GNRHR2P1,chr14,631
SALL4P7,chr14,3120
SIX6,chr14,2787
AL049874.3,chr14,868
AL049874.4,chr14,255
AL049874.2,chr14,288
AL049874.1,chr14,388
SALRNA1,chr14,2086
SIX1,chr14,5444
SIX4,chr14,6658
MNAT1,chr14,3865
AL132777.1,chr14,618
AL160236.2,chr14,200
SRMP2,chr14,916
TRMT5,chr14,5692
AL160236.1,chr14,195
RNU6-398P,chr14,109
SLC38A6,chr14,5147
PRKCH,chr14,8833
TMEM30B,chr14,4471
AL359220.1,chr14,4852
AL355916.2,chr14,779
AL355916.1,chr14,593
LINC01303,chr14,5148
FLJ22447,chr14,2653
HIF1A-AS1,chr14,652
HIF1A,chr14,5151
HIF1A-AS2,chr14,533
AL137129.1,chr14,720
SNAPC1,chr14,2656
AL137918.1,chr14,1922
SYT16,chr14,15234
COX4I1P1,chr14,509
AL390816.1,chr14,322
AL390816.2,chr14,737
LINC00643,chr14,4637
LINC00644,chr14,295
AL390816.3,chr14,1066
AL389895.1,chr14,252
ATP5F1AP4,chr14,1605
KCNH5,chr14,12320
PARP1P2,chr14,195
AL137191.1,chr14,814
RHOJ,chr14,3793
AL049871.1,chr14,880
GPHB5,chr14,543
PPP2R5E,chr14,9188
AL136038.3,chr14,1096
AL136038.1,chr14,351
AL136038.4,chr14,1261
WDR89,chr14,3209
AL136038.2,chr14,283
HSPE1P2,chr14,306
RNU6-597P,chr14,102
RNU6-1162P,chr14,104
AL136038.5,chr14,554
SGPP1,chr14,3312
AL161670.2,chr14,1227
RNU7-116P,chr14,62
AL161670.1,chr14,137
RPS28P1,chr14,187
SYNE2,chr14,31374
ESR2,chr14,9337
MIR548H1,chr14,102
AL161756.1,chr14,3351
TEX21P,chr14,3162
AL161756.3,chr14,2071
AL161756.2,chr14,246
MTHFD1,chr14,9377
AL122035.1,chr14,550
AL122035.2,chr14,1870
ZBTB25,chr14,12229
AKAP5,chr14,7512
ZBTB1,chr14,5283
AL049869.3,chr14,1234
AL049869.4,chr14,178
HSPA2,chr14,5777
PPP1R36,chr14,3093
AL049869.2,chr14,432
AL049869.1,chr14,1402
PLEKHG3,chr14,11910
SPTB,chr14,14796
MIR7855,chr14,61
RPPH1-2P,chr14,293
CHURC1,chr14,5404
CHURC1-FNTB,chr14,2076
GPX2,chr14,1499
RAB15,chr14,5015
FNTB,chr14,3948
AL139022.2,chr14,443
MAX,chr14,4430
MIR4706,chr14,82
AL139022.1,chr14,1377
RNU2-14P,chr14,191
LINC02324,chr14,1442
AL355076.3,chr14,587
AL355076.2,chr14,1118
RPL21P7,chr14,483
AL355076.1,chr14,270
PTBP1P,chr14,1601
MIR4708,chr14,67
FUT8,chr14,6700
FUT8-AS1,chr14,1521
RPL21P8,chr14,535
MIR625,chr14,85
EIF1AXP2,chr14,413
AL391261.1,chr14,1479
AL391261.3,chr14,520
AL391261.2,chr14,773
AL391261.4,chr14,481
YBX1P1,chr14,960
LINC02290,chr14,1214
AL359232.1,chr14,1797
CCDC196,chr14,2824
GPHN,chr14,6007
AL133241.1,chr14,487
AL049835.1,chr14,514
FAM71D,chr14,4502
AL135978.1,chr14,1266
MPP5,chr14,8743
ATP6V1D,chr14,4251
EIF2S1,chr14,5651
PLEK2,chr14,1603
MIR5694,chr14,76
TMEM229B,chr14,6377
PLEKHH1,chr14,10817
PIGH,chr14,2915
AL132640.1,chr14,619
AL132640.2,chr14,1698
AL132640.3,chr14,177
ARG2,chr14,2418
VTI1B,chr14,5789
COX7A2P1,chr14,315
RNA5SP386,chr14,107
AL049779.1,chr14,804
RDH11,chr14,5518
RDH12,chr14,2356
RN7SL369P,chr14,299
RPL21P9,chr14,474
ZFYVE26,chr14,15706
AL049779.3,chr14,156
RN7SL213P,chr14,317
AL049779.2,chr14,606
RAD51B,chr14,7477
AL133370.2,chr14,439
AL133370.1,chr14,537
RN7SL706P,chr14,292
RN7SL108P,chr14,297
AL122013.1,chr14,801
PPIAP6,chr14,499
AL121820.2,chr14,279
AL121820.1,chr14,461
RPL12P7,chr14,494
RNU6-921P,chr14,107
ZFP36L1,chr14,5160
MAGOH3P,chr14,447
BLZF2P,chr14,1130
ACTN1,chr14,10626
HMGN1P3,chr14,300
BANF1P1,chr14,263
ACTN1-AS1,chr14,936
RPS29P1,chr14,159
DCAF5,chr14,8295
DDX18P1,chr14,1992
AL391262.1,chr14,494
AL359317.2,chr14,2364
EXD2,chr14,6263
AL359317.1,chr14,578
GALNT16,chr14,10802
AL157996.1,chr14,2299
ERH,chr14,1446
SLC39A9,chr14,7136
PLEKHD1,chr14,8097
AL133445.1,chr14,452
CCDC177,chr14,4131
SUSD6,chr14,5830
AL133445.2,chr14,527
SRSF5,chr14,5357
SLC10A1,chr14,2049
SMOC1,chr14,4369
RPL7AP6,chr14,801
SLC8A3,chr14,8444
AL160191.1,chr14,1109
AL160191.3,chr14,2203
AL160191.2,chr14,601
ADAM21P1,chr14,2311
AL356804.1,chr14,448
COX16,chr14,1863
SYNJ2BP-COX16,chr14,1404
RNU2-51P,chr14,197
SYNJ2BP,chr14,7031
AL357153.2,chr14,565
ADAM21,chr14,2658
ADAM20P1,chr14,3733
RNU6-659P,chr14,104
ADAM20,chr14,2795
AL357153.4,chr14,1016
MED6,chr14,4219
AL357153.3,chr14,611
KRT18P7,chr14,1219
AL357153.1,chr14,2941
RN7SL77P,chr14,294
TTC9,chr14,5217
LINC01269,chr14,602
MAP3K9,chr14,12386
AC004816.1,chr14,716
AC004816.2,chr14,284
AC004825.1,chr14,586
AC004825.2,chr14,455
PCNX1,chr14,16715
AC005230.1,chr14,285
GTF3AP2,chr14,266
PTTG4P,chr14,352
AC004817.3,chr14,2129
AC004817.2,chr14,651
AC004817.1,chr14,721
AC004817.4,chr14,3625
AC005476.2,chr14,973
SIPA1L1,chr14,12412
AC005476.1,chr14,397
SNORD56B,chr14,71
RN7SL683P,chr14,270
AC004974.1,chr14,3093
AC004900.1,chr14,832
AC005993.1,chr14,397
RGS6,chr14,8937
MIR7843,chr14,79
AC004828.1,chr14,654
DPF3,chr14,6889
AL392024.1,chr14,2159
DCAF4,chr14,5581
AC007160.1,chr14,319
AL442663.4,chr14,289
AL442663.1,chr14,364
ZFYVE1,chr14,5306
RN7SL586P,chr14,296
AL442663.3,chr14,1000
RBM25,chr14,11859
AL442663.2,chr14,511
PSEN1,chr14,9947
AC004858.1,chr14,242
PAPLN,chr14,7699
AC004846.1,chr14,3050
RNU6-419P,chr14,63
AC004846.2,chr14,777
NUMB,chr14,9546
AC005280.3,chr14,818
AC005280.2,chr14,1412
AC005280.1,chr14,680
HEATR4,chr14,4209
RIOX1,chr14,2429
AC005225.1,chr14,937
AC005225.3,chr14,519
ACOT1,chr14,1713
NT5CP2,chr14,561
ACOT2,chr14,2393
NT5CP1,chr14,509
AC005225.4,chr14,2225
ACOT4,chr14,2362
ACOT6,chr14,1718
AC005225.2,chr14,919
NDUFB8P1,chr14,545
DNAL1,chr14,8884
RNU6-240P,chr14,97
AC006146.1,chr14,693
PNMA1,chr14,2590
ELMSAN1,chr14,13484
MIR4505,chr14,73
AC005520.2,chr14,688
LINC02274,chr14,1174
AC005520.4,chr14,90
PTGR2,chr14,8072
AC005520.1,chr14,3695
AC005520.5,chr14,2137
ZNF410,chr14,6486
AC005480.1,chr14,3953
AC005520.3,chr14,370
FAM161B,chr14,5056
COQ6,chr14,6686
ENTPD5,chr14,10379
AC005480.2,chr14,75
BBOF1,chr14,4620
ALDH6A1,chr14,6680
LIN52,chr14,3692
RN7SL530P,chr14,298
AC006349.1,chr14,235
VSX2,chr14,2995
ABCD4,chr14,8769
AC005519.1,chr14,1367
VRTN,chr14,3736
SUB1P2,chr14,297
RPS2P2,chr14,601
SYNDIG1L,chr14,2612
AC005479.2,chr14,431
AC005479.1,chr14,589
NPC2,chr14,2749
MIR4709,chr14,72
RAP1AP,chr14,451
ISCA2,chr14,3061
LTBP2,chr14,9091
AC013451.1,chr14,518
AC013451.2,chr14,717
AREL1,chr14,7308
AC007956.1,chr14,542
FCF1,chr14,4747
YLPM1,chr14,14876
PROX2,chr14,4566
AC006530.1,chr14,571
DLST,chr14,4550
RPS6KL1,chr14,7617
PGF,chr14,5962
EIF2B2,chr14,5446
AL049780.1,chr14,489
AL049780.3,chr14,1583
MLH3,chr14,8363
RNU6-689P,chr14,107
ACYP1,chr14,1841
ZC2HC1C,chr14,4812
NEK9,chr14,10787
HIF1AP1,chr14,175
AL049780.2,chr14,367
TMED10,chr14,4974
AL691403.2,chr14,490
RNU4ATAC14P,chr14,89
AL691403.1,chr14,678
AF111167.1,chr14,874
FOS,chr14,3238
DPPA5P4,chr14,365
LINC01220,chr14,718
AF111167.2,chr14,4059
JDP2,chr14,6235
BATF,chr14,980
AC007182.1,chr14,2159
FLVCR2,chr14,4913
AC007182.2,chr14,402
RNA5SP387,chr14,106
MIR7641-2,chr14,53
TTLL5,chr14,12266
ERG28,chr14,2633
AF107885.2,chr14,1619
AF107885.1,chr14,958
IFT43,chr14,4172
TGFB3,chr14,4914
TGFB3-AS1,chr14,580
AC008015.1,chr14,465
AC016526.4,chr14,517
GPATCH2L,chr14,21987
AC016526.2,chr14,520
AC016526.3,chr14,3931
AC016526.1,chr14,520
ESRRB,chr14,5930
AC008050.1,chr14,632
CYCSP1,chr14,315
RPSAP3,chr14,887
AC007376.1,chr14,604
AC007376.2,chr14,540
VASH1,chr14,6502
AF111169.3,chr14,954
AF111169.1,chr14,721
VASH1-AS1,chr14,1843
ANGEL1,chr14,6414
LRRC74A,chr14,2305
RPL22P2,chr14,374
RN7SKP17,chr14,351
AF111169.2,chr14,756
AC007686.4,chr14,2847
LINC01629,chr14,581
RN7SL356P,chr14,248
AC007686.1,chr14,463
IRF2BPL,chr14,4157
AC007686.3,chr14,3487
LINC02288,chr14,2924
AC007686.2,chr14,469
LINC02289,chr14,2793
CIPC,chr14,5300
AC007375.1,chr14,603
TMEM63C,chr14,6363
ZDHHC22,chr14,3862
AC007375.2,chr14,2314
FAM204DP,chr14,578
NGB,chr14,1884
MIR1260A,chr14,73
POMT2,chr14,10008
GSTZ1,chr14,8477
TMED8,chr14,7784
AC007954.1,chr14,494
SAMD15,chr14,2616
NOXRED1,chr14,2492
VIPAS39,chr14,3695
AHSA1,chr14,2948
RF00404,chr14,153
ISM2,chr14,4131
SPTLC2,chr14,9143
RN7SL587P,chr14,281
COX6CP11,chr14,229
ALKBH1,chr14,2844
RPL21P10,chr14,490
ZMYND19P1,chr14,787
SLIRP,chr14,2631
SNW1,chr14,2432
C14orf178,chr14,704
ADCK1,chr14,5317
FXNP1,chr14,337
NRXN3,chr14,15535
RNA5SP388,chr14,119
RPS26P48,chr14,339
AF099810.1,chr14,525
AC009396.2,chr14,700
AC009396.3,chr14,354
AC009396.1,chr14,1079
AC026888.1,chr14,592
AC022469.1,chr14,656
AC022469.2,chr14,396
AC008056.2,chr14,551
AC008056.1,chr14,394
AF123462.1,chr14,446
DIO2,chr14,7494
DIO2-AS1,chr14,1597
CEP128,chr14,9400
AC022404.1,chr14,273
TSHR,chr14,9909
BHLHB9P1,chr14,1651
RPL17P3,chr14,525
AC007262.1,chr14,321
AC007262.2,chr14,8011
NMNAT1P1,chr14,876
GTF2A1,chr14,6819
SNORA79,chr14,140
AL136040.1,chr14,1130
DYNLL1P1,chr14,269
UNGP3,chr14,675
STON2,chr14,7812
AL121769.1,chr14,401
DYNLL1P2,chr14,270
LINC02308,chr14,637
SEL1L,chr14,9559
LINC01467,chr14,1187
EEF1A1P2,chr14,1447
LINC02311,chr14,937
AL355838.1,chr14,559
RPL9P6,chr14,598
EIF3LP1,chr14,1658
LINC02301,chr14,1754
ENSAP2,chr14,352
AL355095.1,chr14,539
AL359238.1,chr14,744
AL162872.1,chr14,448
RNU7-51P,chr14,62
RNU6ATAC28P,chr14,118
AL161713.1,chr14,145
LINC02305,chr14,476
AL356807.1,chr14,783
MTND4P33,chr14,766
MTND5P35,chr14,1720
MTCYBP27,chr14,670
RNU6-976P,chr14,111
AL163642.1,chr14,100
AL163642.2,chr14,1019
AL357172.1,chr14,593
AL049775.2,chr14,558
LINC02329,chr14,511
LINC00911,chr14,558
AL049775.1,chr14,2448
AL049775.3,chr14,643
FLRT2,chr14,34899
LINC02328,chr14,1568
LINC02316,chr14,768
LINC02309,chr14,207
LINC01148,chr14,1763
AL358292.1,chr14,412
AL352955.1,chr14,332
AL157688.1,chr14,369
LINC02296,chr14,544
AL135746.1,chr14,547
LINC02330,chr14,555
AL359237.1,chr14,1845
AL136501.1,chr14,790
GALC,chr14,6825
SHLD2P2,chr14,2470
RNU6-835P,chr14,104
GPR65,chr14,4522
AL157955.1,chr14,331
AL157955.2,chr14,558
LINC01146,chr14,2807
AL133279.2,chr14,428
AL133279.3,chr14,2352
AL133279.1,chr14,608
KCNK10,chr14,8258
SPATA7,chr14,6872
PTPN21,chr14,7396
AL162171.2,chr14,905
RNU4-22P,chr14,166
AL162171.1,chr14,718
ZC3H14,chr14,21059
AL162171.3,chr14,3178
EML5,chr14,11000
AL121768.1,chr14,2544
RNU4-92P,chr14,136
TTC8,chr14,6257
AL137785.1,chr14,490
MPPE1P1,chr14,1076
FOXN3,chr14,11033
AL138478.1,chr14,832
CAP2P1,chr14,1390
AL357093.2,chr14,907
AL357093.1,chr14,458
AL356805.1,chr14,341
AL137230.2,chr14,452
FOXN3-AS1,chr14,1077
FOXN3-AS2,chr14,1262
RN7SKP107,chr14,290
AL137230.1,chr14,1122
RN7SKP255,chr14,313
CHORDC2P,chr14,1090
EFCAB11,chr14,8302
RAB42P1,chr14,316
TDP1,chr14,6227
KCNK13,chr14,2522
GLRXP2,chr14,321
PSMC1,chr14,6161
NRDE2,chr14,17565
RPL21P11,chr14,483
AL512791.2,chr14,4609
CALM1,chr14,7705
AL512791.1,chr14,300
LINC02317,chr14,426
LINC00642,chr14,2068
AL096869.3,chr14,2628
TTC7B,chr14,21268
AL096869.1,chr14,559
AL096869.2,chr14,1376
AL139193.1,chr14,539
AL139193.2,chr14,1954
AL122020.1,chr14,459
LINC02321,chr14,384
RPS6KA5,chr14,27976
DGLUCY,chr14,7212
RNU7-30P,chr14,62
SNORA11B,chr14,129
GPR68,chr14,3278
AL135818.1,chr14,1916
AL135818.2,chr14,705
CCDC88C,chr14,12426
AL133153.2,chr14,303
AL133153.1,chr14,303
PPP4R3A,chr14,5912
AL133373.1,chr14,94
AL133373.2,chr14,2828
CATSPERB,chr14,5635
POLR3GP1,chr14,261
NANOGP7,chr14,918
AL121839.1,chr14,1185
AL121839.2,chr14,6943
TC2N,chr14,6147
FBLN5,chr14,4973
TRIP11,chr14,10372
AL049872.1,chr14,322
ATXN3,chr14,9665
NDUFB1,chr14,2263
CPSF2,chr14,13595
AL133240.1,chr14,580
RNU6-366P,chr14,106
SLC24A4,chr14,14412
RIN3,chr14,8683
LGMN,chr14,3899
GOLGA5,chr14,3295
AL117192.1,chr14,2072
LINC02287,chr14,1384
CHGA,chr14,3102
ITPK1,chr14,6783
ITPK1-AS1,chr14,4701
AL110118.1,chr14,400
MOAP1,chr14,2537
TMEM251,chr14,1365
AL110118.2,chr14,920
GON7,chr14,1154
UBR7,chr14,3694
AL132838.1,chr14,542
BTBD7,chr14,11333
AL132838.2,chr14,314
UNC79,chr14,12513
AL122023.1,chr14,530
COX8C,chr14,533
RNU6-1258P,chr14,111
PRIMA1,chr14,3892
AL132642.2,chr14,1998
FAM181A-AS1,chr14,3706
FAM181A,chr14,2202
ASB2,chr14,5040
AL132642.1,chr14,553
MIR4506,chr14,77
CCDC197,chr14,2705
OTUB2,chr14,4252
DDX24,chr14,8636
IFI27L1,chr14,2380
IFI27,chr14,4147
IFI27L2,chr14,1662
PPP4R4,chr14,4974
SERPINA10,chr14,5472
SERPINA6,chr14,1852
SERPINA2,chr14,931
SERPINA1,chr14,4902
AL132708.1,chr14,568
SERPINA11,chr14,1476
SERPINA9,chr14,2561
SERPINA12,chr14,2276
SERPINA4,chr14,2338
SERPINA5,chr14,3775
AL049839.2,chr14,3067
SERPINA3,chr14,5007
ADIPOR1P2,chr14,820
SERPINA13P,chr14,1718
AL049839.1,chr14,657
RPSAP4,chr14,888
GSC,chr14,1264
AL121612.2,chr14,4588
RPL15P2,chr14,615
AL121612.1,chr14,482
LINC02279,chr14,737
AL390254.1,chr14,465
DICER1,chr14,12294
MIR3173,chr14,68
DICER1-AS1,chr14,3722
CLMN,chr14,15701
AL356017.1,chr14,594
AL117187.1,chr14,181
LINC02292,chr14,1701
SYNE3,chr14,18164
AL133467.1,chr14,993
SNHG10,chr14,1945
SCARNA13,chr14,275
GLRX5,chr14,2845
LINC02318,chr14,1971
AL133467.2,chr14,1714
AL133467.4,chr14,725
TCL6,chr14,10566
RF02192,chr14,119
AL133467.3,chr14,3672
RF02193,chr14,137
TCL1B,chr14,1882
TCL1A,chr14,2236
AL139020.1,chr14,3017
AL133167.1,chr14,865
TUNAR,chr14,3478
AL137190.1,chr14,282
C14orf132,chr14,7775
BDKRB2,chr14,6845
AL355102.2,chr14,855
AL355102.1,chr14,460
CKS1BP1,chr14,240
AL355102.5,chr14,572
BDKRB1,chr14,2758
AL355102.4,chr14,738
AL355102.3,chr14,1678
ATG2B,chr14,14778
